timestamp,wind_speed,anomaly_score,signal_active_power,signal_wind_speed,signal_rotor_speed,signal_pitch_angle,signal_ambient_temperature
2022-10-12 10:20:00,13.2,2.201860524,0.9753658537,13.2,14.9,7.6,17
2022-10-12 10:30:00,13.6,2.233072912,0.9755121951,13.6,14.9,9,17
2022-10-12 10:40:00,12.7,2.232591887,0.9753658537,12.7,14.9,7,17
2022-10-12 10:50:00,13.4,2.166570573,0.9749756098,13.4,14.9,8.5,18
2022-10-12 11:00:00,12.7,2.200561549,0.9719512195,12.7,14.9,6.2,17
2022-10-12 11:10:00,12.4,2.269566375,0.9750243902,12.4,14.9,6.2,17
2022-10-12 11:20:00,12.3,2.280679395,0.9734634146,12.3,14.9,6,17
2022-10-12 11:30:00,13.1,2.200302631,0.9751219512,13.1,14.9,7.4,17
2022-10-12 11:40:00,13.2,2.261953878,0.9754146341,13.2,14.9,7.6,16
2022-10-12 11:50:00,12.6,2.244620968,0.9752682927,12.6,14.9,6.8,17
2022-10-12 12:00:00,13.3,2.210951245,0.9754634146,13.3,14.9,8.3,17
2022-10-12 12:10:00,13.7,2.244394627,0.9750731707,13.7,14.9,9.3,17
2022-10-12 12:20:00,12.8,2.273658294,0.9753170732,12.8,14.9,6.9,16
2022-10-12 12:30:00,13.6,2.289715979,0.9755609756,13.6,14.9,7.8,16
2022-10-12 12:40:00,13.4,2.23996428,0.8463902439,13.4,13.4,14.8,16
2022-10-12 12:50:00,13.9,7.362465888,-0.01307317073,13.9,0,86,17
2022-10-12 13:00:00,12.0,6.154077066,-0.0127804878,12,0,86,17
2022-10-12 13:10:00,12.4,6.387217839,-0.01229268293,12.4,0,86,17
2022-10-12 13:20:00,11.7,5.982092074,-0.01214634146,11.7,0,86,17
2022-10-12 13:30:00,13.4,7.020249781,-0.01214634146,13.4,0,86,17
2022-10-12 13:40:00,14.7,7.886234042,-0.01219512195,14.7,0,86,18
2022-10-12 13:50:00,15.2,8.282608087,-0.01229268293,15.2,0,86,17
2022-10-12 14:00:00,15.3,4.598517795,0.5536097561,15.3,9.5,36.7,18
