timestamp,wind_speed,anomaly_score,signal_active_power,signal_wind_speed,signal_rotor_speed,signal_pitch_angle,signal_ambient_temperature
2022-09-03 00:50:00,5.4,1.546555386,0.1159512195,5.4,11.4,-1.4,26
2022-09-03 01:00:00,6.0,1.593788695,0.1412195122,6,12.2,-1.6,26
2022-09-03 01:10:00,6.6,1.55202056,0.1933658537,6.6,12.7,-2,26
2022-09-03 01:20:00,6.4,1.497925347,0.1900487805,6.4,12.4,-1.8,26
2022-09-03 01:30:00,6.5,1.523583367,0.1911219512,6.5,12.5,-1.8,26
2022-09-03 01:40:00,7.3,1.37942701,0.2875121951,7.3,13.5,-2.1,26
2022-09-03 01:50:00,5.6,1.489449406,0.1416585366,5.6,11.6,-1.5,26
2022-09-03 02:00:00,5.5,1.511586499,0.1339512195,5.5,11.4,-1.6,26
2022-09-03 02:10:00,6.6,1.549801945,0.1935121951,6.6,12.6,-1.9,26
2022-09-03 02:20:00,7.7,1.449651796,0.3070731707,7.7,14.1,-2.2,26
2022-09-03 02:30:00,8.8,1.318407997,0.4812195122,8.8,14.7,-2.2,26
2022-09-03 02:40:00,9.4,1.27145641,0.5684390244,9.4,14.8,-1.9,25
2022-09-03 02:50:00,9.5,1.308779163,0.5889268293,9.5,14.8,-1.8,25
2022-09-03 03:00:00,9.4,1.255675894,0.5661463415,9.4,14.7,-1.8,25
2022-09-03 03:10:00,8.8,1.255429028,0.5367804878,8.8,14.3,-1.8,25
2022-09-03 03:20:00,9.9,1.54086346,0.6739512195,9.9,14.8,-1.5,25
2022-09-03 03:30:00,9.7,1.416471019,0.6328292683,9.7,14.8,-1.7,25
2022-09-03 03:40:00,9.5,1.434456356,0.6225365854,9.5,14.8,-1.8,25
2022-09-03 03:50:00,10.0,1.659927257,0.6848292683,10,14.8,-1.4,26
2022-09-03 04:00:00,6.5,1.306700365,0.2517073171,6.5,12.5,-1.8,26
2022-09-03 04:10:00,5.4,1.483823533,0.1301463415,5.4,11.5,-1.3,26
2022-09-03 04:20:00,6.5,1.42661176,0.2143902439,6.5,12.5,-1.9,26
2022-09-03 04:30:00,6.9,1.37220815,0.2588780488,6.9,13.1,-2,26
2022-09-03 04:40:00,6.1,1.468849769,0.1769756098,6.1,12.1,-1.7,26
2022-09-03 04:50:00,6.5,1.386372991,0.2243414634,6.5,12.6,-1.8,26
2022-09-03 05:00:00,7.2,1.337935835,0.293804878,7.2,13.4,-2.1,26
2022-09-03 05:10:00,7.2,1.473111781,0.2549756098,7.2,13.4,-2.1,26
2022-09-03 05:20:00,6.0,1.701863475,0.127804878,6,11.8,-1.8,26
2022-09-03 05:30:00,4.4,1.664361766,0.03795121951,4.4,11.1,-0.5,26
2022-09-03 05:40:00,4.3,1.712945353,0.02258536585,4.3,11.1,-0.4,26
2022-09-03 05:50:00,4.2,1.69322148,0.03195121951,4.2,11.1,-0.4,26
2022-09-03 06:00:00,4.3,1.674769951,0.03565853659,4.3,11.1,-0.5,26
2022-09-03 06:10:00,5.3,1.526373192,0.09102439024,5.3,11.3,-1.3,25
2022-09-03 06:20:00,5.3,1.567109009,0.0843902439,5.3,11.3,-1.4,25
2022-09-03 06:30:00,4.3,1.612764582,0.02375609756,4.3,11.1,-0.5,25
2022-09-03 06:40:00,3.8,1.715595882,0.02234146341,3.8,11.1,0.1,25
2022-09-03 06:50:00,8.0,1.115895044,0.4012195122,8,13.8,-1.8,25
2022-09-03 07:00:00,9.4,1.32136284,0.5923414634,9.4,14.6,-1.7,25
2022-09-03 07:10:00,9.6,1.402556023,0.6245365854,9.6,14.7,-1.5,25
2022-09-03 07:20:00,10.8,1.939804954,0.8030243902,10.8,14.8,-0.4,25
2022-09-03 07:30:00,11.6,2.054055776,0.8617073171,11.6,14.8,0.7,25
2022-09-03 07:40:00,11.4,2.074182476,0.8574146341,11.4,14.8,0.3,25
2022-09-03 07:50:00,11.4,2.11786052,0.8654634146,11.4,14.8,0.2,25
2022-09-03 08:00:00,11.1,2.112082489,0.8495121951,11.1,14.8,-0.2,25
2022-09-03 08:10:00,10.9,1.827855597,0.7868292683,10.9,14.8,-0.5,25
2022-09-03 08:20:00,9.6,1.382371259,0.6197073171,9.6,14.7,-1.6,25
2022-09-03 08:30:00,8.6,1.2264028,0.4855609756,8.6,14.6,-2.2,25
2022-09-03 08:40:00,8.1,1.239237457,0.3814634146,8.1,14.4,-2.2,25
2022-09-03 08:50:00,7.7,1.212459059,0.3364878049,7.7,13.8,-2.1,25
2022-09-03 09:00:00,6.1,1.487915333,0.1544878049,6.1,12,-1.9,25
2022-09-03 09:10:00,6.0,1.509376776,0.1449268293,6,11.8,-1.8,25
2022-09-03 09:20:00,6.0,1.556430786,0.1365853659,6,11.8,-1.8,25
2022-09-03 09:30:00,7.0,1.415725067,0.2542439024,7,13.2,-2.1,26
2022-09-03 09:40:00,7.0,1.475893743,0.2388292683,7,13.1,-2.1,26
2022-09-03 09:50:00,7.1,1.474369638,0.2470731707,7.1,13.3,-2.1,26
2022-09-03 10:00:00,6.3,1.565440955,0.1704390244,6.3,12.3,-1.9,26
2022-09-03 10:10:00,5.2,1.648805343,0.08019512195,5.2,11.3,-1.3,26
2022-09-03 10:20:00,4.8,1.607917343,0.06590243902,4.8,11.2,-0.9,26
2022-09-03 10:30:00,5.7,1.573740426,0.1276097561,5.7,11.8,-1.6,26
2022-09-03 10:40:00,6.5,1.641032028,0.191902439,6.5,12.5,-1.9,27
2022-09-03 10:50:00,7.0,1.573665889,0.2431707317,7,13.2,-2,27
2022-09-03 11:00:00,7.9,1.415906468,0.3720487805,7.9,13.9,-2.1,27
2022-09-03 11:10:00,7.7,1.560526342,0.3598536585,7.7,13.8,-2.2,28
2022-09-03 11:20:00,9.4,1.652414709,0.5777560976,9.4,14.6,-1.7,28
2022-09-03 11:30:00,10.9,2.232260823,0.8104878049,10.9,14.8,-0.4,28
2022-09-03 11:40:00,11.0,2.279344799,0.8251707317,11,14.8,-0.3,28
2022-09-03 11:50:00,10.5,2.225191662,0.7622439024,10.5,14.8,-0.8,29
2022-09-03 12:00:00,10.6,2.247041376,0.7728292683,10.6,14.8,-0.6,29
2022-09-03 12:10:00,11.6,2.585438933,0.895804878,11.6,14.9,0.5,29
2022-09-03 12:20:00,13.1,2.768245363,0.9650243902,13.1,14.9,3.9,30
2022-09-03 12:30:00,13.6,2.782392538,0.974097561,13.6,14.9,5.9,30
2022-09-03 12:40:00,14.6,2.957378341,0.9751707317,14.6,14.9,7.9,30
2022-09-03 12:50:00,14.1,2.825043968,0.9670731707,14.1,14.9,7.1,30
2022-09-03 13:00:00,13.8,2.795974422,0.9695121951,13.8,14.9,6,30
2022-09-03 13:10:00,14.4,2.911129411,0.9748780488,14.4,14.9,7.3,30
2022-09-03 13:20:00,14.4,2.901605806,0.9753658537,14.4,14.9,7.6,30
2022-09-03 13:30:00,14.3,2.885677064,0.9729268293,14.3,14.9,7.1,30
2022-09-03 13:40:00,15.5,3.299701493,0.9753170732,15.5,14.9,9.5,30
2022-09-03 13:50:00,15.4,3.25570188,0.9752682927,15.4,14.9,9.3,30
2022-09-03 14:00:00,14.8,3.107992691,0.9747804878,14.8,14.9,8.4,31
2022-09-03 14:10:00,14.6,3.053766214,0.9754146341,14.6,14.9,7.9,31
2022-09-03 14:20:00,14.9,3.147884444,0.9751219512,14.9,14.9,8.4,31
2022-09-03 14:30:00,14.2,2.969805682,0.9710731707,14.2,14.9,6.7,31
2022-09-03 14:40:00,15.1,3.221904446,0.9754634146,15.1,14.9,8.7,31
2022-09-03 14:50:00,15.1,3.206399235,0.9726341463,15.1,14.9,9.1,31
2022-09-03 15:00:00,15.4,3.331101592,0.9668292683,15.4,14.9,9.7,31
2022-09-03 15:10:00,15.6,3.486398738,0.9628292683,15.6,14.9,10.7,32
2022-09-03 15:20:00,14.3,3.062017226,0.9545853659,14.3,14.9,7.6,32
2022-09-03 15:30:00,15.5,3.392440677,0.944097561,15.5,14.9,10.3,31
2022-09-03 15:40:00,16.7,4.122132759,0.9323902439,16.7,14.9,12.1,31
2022-09-03 15:50:00,16.1,3.778417169,0.9224878049,16.1,14.9,11.2,31
2022-09-03 16:00:00,15.7,3.563681745,0.9155121951,15.7,14.9,10.6,31
2022-09-03 16:10:00,16.8,4.307776059,0.9092682927,16.8,14.9,12.8,32
2022-09-03 16:20:00,16.7,4.267621365,0.9033170732,16.7,14.9,12.6,32
2022-09-03 16:30:00,16.3,4.01608399,0.8985365854,16.3,14.9,12.2,32
2022-09-03 16:40:00,16.1,3.879490552,0.8946341463,16.1,14.9,12.4,32
2022-09-03 16:50:00,16.7,4.305255738,0.8907804878,16.7,14.9,12.8,32
2022-09-03 17:00:00,15.9,3.811592529,0.8876585366,15.9,14.9,11.5,32
2022-09-03 17:10:00,15.4,3.525907201,0.8842439024,15.4,14.9,10.9,32
2022-09-03 17:20:00,14.7,3.205271513,0.8825853659,14.7,14.9,9.2,32
2022-09-03 17:30:00,14.4,3.056363695,0.8786829268,14.4,14.9,9.5,32
2022-09-03 17:40:00,16.5,4.205602354,0.8767317073,16.5,14.9,12.9,32
2022-09-03 17:50:00,15.5,3.620586703,0.8732195122,15.5,14.9,10.9,32
2022-09-03 18:00:00,15.0,3.354651691,0.8731219512,15,14.9,10,32
2022-09-03 18:10:00,14.7,3.196341747,0.872,14.7,14.9,9.9,32
2022-09-03 18:20:00,15.3,3.404138113,0.8688780488,15.3,14.9,11.3,31
2022-09-03 18:30:00,15.0,3.251313896,0.8682439024,15,14.9,10.6,31
2022-09-03 18:40:00,15.1,3.31667441,0.8662439024,15.1,14.9,10.6,31
2022-09-03 18:50:00,14.8,3.152047278,0.8647804878,14.8,14.9,10.4,31
2022-09-03 19:00:00,15.3,3.440879906,0.863902439,15.3,14.9,10.8,31
2022-09-03 19:10:00,15.0,3.294112277,0.8632682927,15,14.9,9.9,31
2022-09-03 19:20:00,15.2,3.386983233,0.8634634146,15.2,14.9,10.6,31
2022-09-03 19:30:00,15.2,3.397827098,0.8613170732,15.2,14.9,10.5,31
2022-09-03 19:40:00,12.9,2.571804756,0.8630731707,12.9,14.9,6.6,31
2022-09-03 19:50:00,13.3,2.519134293,0.8627804878,13.3,14.9,7.1,30
