timestamp,score,beta
2022-08-08 15:00:00,3.047306954,
2022-08-08 15:10:00,2.815438914,
2022-08-08 15:20:00,2.834580568,
2022-08-08 15:30:00,2.902156479,
2022-08-08 15:40:00,2.911396014,
2022-08-08 15:50:00,2.725266865,
2022-08-08 16:00:00,2.656373779,
2022-08-08 16:10:00,2.553702337,
2022-08-08 16:20:00,2.546098058,
2022-08-08 16:30:00,2.372274696,
2022-08-08 16:40:00,2.33170909,
2022-08-08 16:50:00,2.339313089,
2022-08-08 17:00:00,2.331916543,
2022-08-08 17:10:00,2.347985339,
2022-08-08 17:20:00,2.313100188,
2022-08-08 17:30:00,2.315255074,
2022-08-08 17:40:00,2.287507808,
2022-08-08 17:50:00,2.313368504,
2022-08-08 18:00:00,2.292266823,
2022-08-08 18:10:00,2.260216733,
2022-08-08 18:20:00,2.203485448,
2022-08-08 18:30:00,2.222836911,
2022-08-08 18:40:00,2.149800815,
2022-08-08 18:50:00,2.087840486,
2022-08-08 19:00:00,2.084685325,
2022-08-08 19:10:00,2.052475907,
2022-08-08 19:20:00,2.039027188,
2022-08-08 19:30:00,2.00223138,
2022-08-08 19:40:00,2.005603174,
2022-08-08 19:50:00,2.000217033,
2022-08-08 20:00:00,2.251614174,
2022-08-08 20:10:00,2.003283114,
2022-08-08 20:20:00,1.940233061,
2022-08-08 20:30:00,2.087438277,
2022-08-08 20:40:00,2.043960386,
2022-08-08 20:50:00,1.887692735,
2022-08-08 21:00:00,1.875968397,
2022-08-08 21:10:00,1.937038602,
2022-08-08 21:20:00,1.910992079,
2022-08-08 21:30:00,1.840272577,
2022-08-08 21:40:00,1.83692275,
2022-08-08 21:50:00,1.861969371,
2022-08-08 22:00:00,1.787397137,
2022-08-08 22:10:00,1.804008372,
2022-08-08 22:20:00,1.796688056,
2022-08-08 22:30:00,1.976350261,
2022-08-08 22:40:00,2.416359551,
2022-08-08 22:50:00,2.364304224,
2022-08-08 23:00:00,2.241823274,
2022-08-08 23:10:00,2.250503346,
2022-08-08 23:20:00,2.238073743,
2022-08-08 23:30:00,2.250774685,
2022-08-08 23:40:00,2.217593542,
2022-08-08 23:50:00,2.192615825,
2022-08-09 00:00:00,2.063097177,
2022-08-09 00:10:00,2.050431312,
2022-08-09 00:20:00,2.046379969,
2022-08-09 00:30:00,2.040931997,
2022-08-09 00:40:00,2.027245834,
2022-08-09 00:50:00,2.0300788,
2022-08-09 01:00:00,2.032697445,
2022-08-09 01:10:00,2.079741037,
2022-08-09 01:20:00,2.142035387,
2022-08-09 01:30:00,2.111624023,
2022-08-09 01:40:00,3.043299896,
2022-08-09 01:50:00,3.162206525,
2022-08-09 02:00:00,3.172652976,
2022-08-09 02:10:00,3.241553927,
2022-08-09 02:20:00,3.301651498,
2022-08-09 02:30:00,3.331554502,
2022-08-09 02:40:00,3.367292804,
2022-08-09 02:50:00,3.356909943,
2022-08-09 03:00:00,3.299237661,
2022-08-09 03:10:00,3.20377514,
2022-08-09 03:20:00,3.184888098,
2022-08-09 03:30:00,3.131319775,
2022-08-09 03:40:00,3.033204778,
2022-08-09 03:50:00,3.007560612,
2022-08-09 04:00:00,2.931458809,
2022-08-09 04:10:00,2.883198353,
2022-08-09 04:20:00,2.815062954,
2022-08-09 04:30:00,2.778683017,
2022-08-09 04:40:00,2.740799108,
2022-08-09 04:50:00,2.673462675,
2022-08-09 05:00:00,1.811917133,
2022-08-09 05:10:00,2.169018615,
2022-08-09 05:20:00,2.274316677,
2022-08-09 05:30:00,1.899352226,
2022-08-09 05:40:00,1.74425552,
2022-08-09 05:50:00,1.695258659,
2022-08-09 06:00:00,1.664126475,
2022-08-09 06:10:00,1.692426299,
2022-08-09 06:20:00,1.602476437,
2022-08-09 06:30:00,1.624911826,
2022-08-09 06:40:00,1.694999474,
2022-08-09 06:50:00,1.658434676,
2022-08-09 07:00:00,1.617512137,
2022-08-09 07:10:00,1.675142317,
2022-08-09 07:20:00,1.653688988,
2022-08-09 07:30:00,1.722742603,0.9
2022-08-09 07:40:00,1.662338376,0.95
2022-08-09 07:50:00,1.835175262,0.83
2022-08-09 08:00:00,1.899288002,0.77
2022-08-09 08:10:00,1.938992301,0.73
2022-08-09 08:20:00,1.868594125,0.79
2022-08-09 08:30:00,2.026564575,0.65
2022-08-09 08:40:00,1.928088728,0.73
2022-08-09 08:50:00,1.813514685,0.83
2022-08-09 09:00:00,1.896089927,0.75
2022-08-09 09:10:00,1.837845435,0.7999058864
2022-08-09 09:20:00,1.861346872,0.7799118015
2022-08-09 09:30:00,1.847537315,0.7799309309
2022-08-09 09:40:00,1.749491557,0.8699618455
2022-08-09 09:50:00,1.779462752,0.8599648329
2022-08-09 10:00:00,1.844265984,0.7599656444
2022-08-09 10:10:00,1.860003679,0.7399621189
2022-08-09 10:20:00,1.856323279,0.739971758
2022-08-09 10:30:00,1.838390676,0.7699915896
2022-08-09 10:40:00,1.891208336,0.6599670716
2022-08-09 10:50:00,1.867339047,0.689863507
2022-08-09 11:00:00,1.973320014,0.5598660581
2022-08-09 11:10:00,1.932857969,0.5898894986
2022-08-09 11:20:00,2.014059949,0.4899363364
2022-08-09 11:30:00,2.023316388,0.4799562784
2022-08-09 11:40:00,2.141223498,0.3298975244
2022-08-09 11:50:00,1.906520218,0.6099764204
2022-08-09 12:00:00,1.911209913,0.5899900802
2022-08-09 12:10:00,1.880583334,0.6600194924
2022-08-09 12:20:00,2.145390255,0.3199075226
2022-08-09 12:30:00,1.993405187,0.5000132037
2022-08-09 12:40:00,1.817386563,0.8001669979
2022-08-09 12:50:00,2.122180858,0.3399370804
2022-08-09 13:00:00,2.667882912,0.2099981158
2022-08-09 13:10:00,2.20188065,0.2999768676
2022-08-09 13:20:00,2.740797856,0.2000708781
2022-08-09 13:30:00,2.301047219,0.250101397
2022-08-09 13:40:00,2.442096705,0.2301363284
2022-08-09 13:50:00,2.490572204,0.2301656143
2022-08-09 14:00:00,2.621359567,0.2301880083
2022-08-09 14:10:00,2.207882691,0.3503066326
2022-08-09 14:20:00,2.321733665,0.2803705672
2022-08-09 14:30:00,2.245425441,0.3304246525
2022-08-09 14:40:00,2.528045239,0.240349432
2022-08-09 14:50:00,2.379620433,0.2803628942
2022-08-09 15:00:00,2.107203402,0.4804736694
2022-08-09 15:10:00,2.26048782,0.3304117854
2022-08-09 15:20:00,2.486988752,0.2602853306
2022-08-09 15:30:00,2.297993642,0.3103939399
2022-08-09 15:40:00,2.359368173,0.2902771521
2022-08-09 15:50:00,2.63243606,0.2302186861
2022-08-09 16:00:00,2.472677016,0.2802681902
2022-08-09 16:10:00,2.378513817,0.3102722641
2022-08-09 16:20:00,2.543493494,0.2501240945
2022-08-09 16:30:00,2.420706586,0.3101758265
2022-08-09 16:40:00,2.654909185,0.2299773673
2022-08-09 16:50:00,2.439006251,0.3200962419
2022-08-09 17:00:00,2.45868843,0.3100439516
2022-08-09 17:10:00,2.57124393,0.2599192584
2022-08-09 17:20:00,2.441881489,0.3400241478
2022-08-09 17:30:00,2.306441388,0.4103186703
2022-08-09 17:40:00,2.206034069,0.4804377172
2022-08-09 17:50:00,2.145619916,0.5103746973
2022-08-09 18:00:00,2.16797011,0.5102967046
2022-08-09 18:10:00,2.191899044,0.5002011357
2022-08-09 18:20:00,2.188846055,0.5001531014
2022-08-09 18:30:00,2.208400958,0.4500643348
2022-08-09 18:40:00,2.223902184,0.4399894152
2022-08-09 18:50:00,2.23857896,0.4299475475
2022-08-09 19:00:00,2.239135382,0.4199183977
2022-08-09 19:10:00,2.226793416,0.4299031251
2022-08-09 19:20:00,2.229834549,0.4198537948
2022-08-09 19:30:00,2.254727298,0.3797919122
2022-08-09 19:40:00,2.256167151,0.3697685759
2022-08-09 19:50:00,2.240101134,0.3897884727
2022-08-09 20:00:00,2.219985464,0.4399051885
2022-08-09 20:10:00,2.195084071,0.4798547763
2022-08-09 20:20:00,2.167327004,0.519855725
2022-08-09 20:30:00,2.236830896,0.3796769269
2022-08-09 20:40:00,2.268299666,0.2995223599
2022-08-09 20:50:00,2.234239539,0.3795562333
2022-08-09 21:00:00,2.216750209,0.4196290649
2022-08-09 21:10:00,2.311395571,0.2294135328
2022-08-09 21:20:00,2.167020582,0.5196021569
2022-08-09 21:30:00,2.415428714,0.1695027252
2022-08-09 21:40:00,2.19394058,0.4694150189
2022-08-09 21:50:00,2.266254753,0.2791497613
2022-08-09 22:00:00,2.152505308,0.5294912771
2022-08-09 22:10:00,2.198365174,0.4592911999
2022-08-09 22:20:00,2.169587147,0.5093853866
2022-08-09 22:30:00,2.145380829,0.5794843346
2022-08-09 22:40:00,2.125158519,0.5995361439
2022-08-09 22:50:00,2.158186101,0.5494884646
2022-08-09 23:00:00,2.198862721,0.4594521126
2022-08-09 23:10:00,2.310411316,0.2294328393
2022-08-09 23:20:00,2.244996479,0.3294269914
2022-08-09 23:30:00,2.258303262,0.2994637026
2022-08-09 23:40:00,2.131423129,0.6497224152
2022-08-09 23:50:00,2.201221122,0.4896582031
2022-08-10 00:00:00,2.280086982,0.269707517
2022-08-10 00:10:00,2.328403938,0.2097199168
2022-08-10 00:20:00,2.310251537,0.24989136
2022-08-10 00:30:00,2.399103717,0.179939071
2022-08-10 00:40:00,2.380133941,0.1899852654
2022-08-10 00:50:00,2.290957837,0.3100667992
2022-08-10 01:00:00,2.403108391,0.180080745
2022-08-10 01:10:00,2.461267794,0.120296493
2022-08-10 01:20:00,2.482050093,0.1103366241
2022-08-10 01:30:00,2.529846867,0.08032615681
2022-08-10 01:40:00,2.711312052,0.02040787665
2022-08-10 01:50:00,2.967187175,0.01033824254
2022-08-10 02:00:00,2.675978159,0.04052698147
2022-08-10 02:10:00,3.089541415,0.01024686262
2022-08-10 02:20:00,2.959036554,0.03035402646
2022-08-10 02:30:00,3.488993822,0.01002090304
2022-08-10 02:40:00,2.713676054,0.06051602005
2022-08-10 02:50:00,2.811185022,0.05043275523
2022-08-10 03:00:00,3.056176203,0.03025941768
2022-08-10 03:10:00,2.779250409,0.07044913228
2022-08-10 03:20:00,2.577865378,0.1606017216
2022-08-10 03:30:00,2.552558807,0.1807279277
2022-08-10 03:40:00,2.280372045,0.4810899944
2022-08-10 03:50:00,2.216889885,0.6704868761
2022-08-10 04:00:00,2.26829306,0.5108755724
2022-08-10 04:10:00,2.307675969,0.440789964
2022-08-10 04:20:00,2.274829493,0.510756206
2022-08-10 04:30:00,2.364898837,0.3807267281
2022-08-10 04:40:00,2.460953649,0.2706051247
2022-08-10 04:50:00,2.788254797,0.07036070552
2022-08-10 05:00:00,3.073588826,0.0301832742
2022-08-10 05:10:00,2.767031235,0.1004564431
2022-08-10 05:20:00,2.62335876,0.180472298
2022-08-10 05:30:00,2.717308768,0.1203753988
2022-08-10 05:40:00,2.813311355,0.07031395408
2022-08-10 05:50:00,2.991033501,0.05020374564
