timestamp,wind_speed,regime_bin,score,p_value,exceed,work_order_alarm,frozen
2022-01-12 13:10:00,7.547,bin2_4_8,1.208188313,,,0,0
2022-01-12 13:20:00,7.305,bin2_4_8,1.23637855,,,0,0
2022-01-12 13:30:00,6.952,bin2_4_8,1.174929895,,,0,0
2022-01-12 13:40:00,6.486,bin2_4_8,1.190656398,,,0,0
2022-01-12 13:50:00,6.475,bin2_4_8,1.146421386,,,0,0
2022-01-12 14:00:00,6.421,bin2_4_8,1.165853399,,,0,0
2022-01-12 14:10:00,6.793,bin2_4_8,1.20477388,,,0,0
2022-01-12 14:20:00,7.196,bin2_4_8,1.221066805,,,0,0
2022-01-12 14:30:00,6.961,bin2_4_8,1.22579387,,,0,0
2022-01-12 14:40:00,6.916,bin2_4_8,1.21880439,,,0,0
2022-01-12 14:50:00,6.741,bin2_4_8,1.235673047,,,0,0
2022-01-12 15:00:00,6.857,bin2_4_8,1.190581084,,,0,0
2022-01-12 15:10:00,7.242,bin2_4_8,1.200597314,,,0,0
2022-01-12 15:20:00,7.157,bin2_4_8,1.173047309,,,0,0
2022-01-12 15:30:00,7.289,bin2_4_8,1.216119215,,,0,0
2022-01-12 15:40:00,7.71,bin2_4_8,1.147245306,,,0,0
2022-01-12 15:50:00,8.38,bin3_8_12,1.273021057,,,0,0
2022-01-12 16:00:00,8.387,bin3_8_12,1.321467321,,,0,0
2022-01-12 16:10:00,8.438,bin3_8_12,1.289663968,,,0,0
2022-01-12 16:20:00,8.359,bin3_8_12,1.264839532,,,0,0
2022-01-12 16:30:00,8.035,bin3_8_12,1.206703809,,,0,0
2022-01-12 16:40:00,7.938,bin2_4_8,1.163021415,,,0,0
2022-01-12 16:50:00,7.788,bin2_4_8,1.177856759,,,0,0
2022-01-12 17:00:00,6.696,bin2_4_8,1.394239448,,,0,0
2022-01-12 17:10:00,6.616,bin2_4_8,1.422794836,,,0,0
2022-01-12 17:20:00,6.568,bin2_4_8,1.437625939,,,0,0
2022-01-12 17:30:00,6.871,bin2_4_8,1.37875854,,,0,0
2022-01-12 17:40:00,6.619,bin2_4_8,1.465503081,,,0,0
2022-01-12 17:50:00,6.792,bin2_4_8,1.414508659,,,0,0
2022-01-12 18:00:00,6.86,bin2_4_8,1.400950643,,,0,0
2022-01-12 18:10:00,6.863,bin2_4_8,1.413464438,,,0,0
