timestamp,wind_speed,regime_bin,score,p_value,exceed,work_order_alarm,frozen
2022-04-16 18:10:00,10.0,bin3_8_12,2.195154642,,,0,0
2022-04-16 18:20:00,9.8,bin3_8_12,1.985952048,,,0,0
2022-04-16 18:30:00,10.5,bin3_8_12,2.400351395,,,0,0
2022-04-16 18:40:00,9.4,bin3_8_12,1.945975888,,,0,0
2022-04-16 18:50:00,8.8,bin3_8_12,1.534373801,,,0,0
2022-04-16 19:00:00,8.8,bin3_8_12,1.655443628,,,0,0
2022-04-16 19:10:00,9.5,bin3_8_12,2.012103212,,,0,0
2022-04-16 19:20:00,9.3,bin3_8_12,2.249702071,,,0,0
2022-04-16 19:30:00,9.4,bin3_8_12,2.057981313,,,0,0
2022-04-16 19:40:00,9.1,bin3_8_12,1.79326718,,,0,0
2022-04-16 19:50:00,9.0,bin3_8_12,1.749163031,,,0,0
2022-04-16 20:00:00,8.8,bin3_8_12,1.691469197,,,0,0
2022-04-16 20:10:00,9.2,bin3_8_12,2.102145168,,,0,0
2022-04-16 20:20:00,8.8,bin3_8_12,1.774694049,,,0,0
2022-04-16 20:30:00,8.8,bin3_8_12,1.608182619,,,0,0
2022-04-16 20:40:00,8.0,bin3_8_12,1.127356823,,,0,0
2022-04-16 20:50:00,8.0,bin3_8_12,1.02459515,,,0,0
2022-04-16 21:00:00,8.3,bin3_8_12,1.211120627,,,0,0
2022-04-16 21:10:00,7.6,bin2_4_8,1.025671144,,,0,0
2022-04-16 21:20:00,7.3,bin2_4_8,0.9450300788,,,0,0
2022-04-16 21:30:00,8.2,bin3_8_12,1.082729767,,,0,0
2022-04-16 21:40:00,9.2,bin3_8_12,1.57717683,,,0,0
2022-04-16 21:50:00,8.4,bin3_8_12,1.252715855,,,0,0
2022-04-16 22:00:00,8.1,bin3_8_12,1.185402249,,,0,0
2022-04-16 22:10:00,7.8,bin2_4_8,0.9078774414,,,0,0
2022-04-16 22:20:00,7.9,bin2_4_8,0.975144164,,,0,0
2022-04-16 22:30:00,6.8,bin2_4_8,0.8412064201,,,0,0
2022-04-16 22:40:00,6.6,bin2_4_8,0.8665938601,,,0,0
2022-04-16 22:50:00,6.7,bin2_4_8,0.8996682197,,,0,0
2022-04-16 23:00:00,6.3,bin2_4_8,0.989493801,,,0,0
2022-04-16 23:10:00,5.9,bin2_4_8,1.062440979,,,0,0
2022-04-16 23:20:00,6.5,bin2_4_8,1.04441216,,,0,0
2022-04-16 23:30:00,6.5,bin2_4_8,0.9227704946,,,0,0
2022-04-16 23:40:00,5.7,bin2_4_8,1.156788,,,0,0
2022-04-16 23:50:00,5.9,bin2_4_8,1.082847672,,,0,0
2022-04-17 00:00:00,6.2,bin2_4_8,1.085822512,,,0,0
2022-04-17 00:10:00,7.0,bin2_4_8,0.9469807954,,,0,0
2022-04-17 00:20:00,7.1,bin2_4_8,1.025358088,,,0,0
2022-04-17 00:30:00,7.2,bin2_4_8,0.9937519588,,,0,0
