timestamp,wind_speed,regime_bin,score,p_value,exceed,work_order_alarm,frozen
2022-10-11 09:30:00,13.598,bin4_ge_12,2.108565815,,,0,0
2022-10-11 09:40:00,13.687,bin4_ge_12,2.126837769,,,0,0
2022-10-11 09:50:00,14.611,bin4_ge_12,2.311435657,,,0,0
2022-10-11 10:00:00,14.479,bin4_ge_12,2.28494831,,,0,0
2022-10-11 10:10:00,12.952,bin4_ge_12,2.045409785,,,0,0
2022-10-11 10:20:00,13.671,bin4_ge_12,2.14812781,,,0,0
2022-10-11 10:30:00,14.423,bin4_ge_12,2.28119183,,,0,0
2022-10-11 10:40:00,13.84,bin4_ge_12,2.156670618,,,0,0
2022-10-11 10:50:00,12.497,bin4_ge_12,1.937588896,,,0,0
2022-10-11 11:00:00,11.765,bin3_8_12,1.870126683,,,0,0
2022-10-11 11:10:00,14.125,bin4_ge_12,2.107097474,,,0,0
2022-10-11 11:20:00,14.426,bin4_ge_12,2.264944161,,,0,0
2022-10-11 11:30:00,18.167,bin4_ge_12,3.244523484,,,0,0
2022-10-11 11:40:00,19.698,bin4_ge_12,3.743708958,,,0,0
2022-10-11 11:50:00,21.225,bin4_ge_12,4.242309655,,,0,0
2022-10-11 12:00:00,18.171,bin4_ge_12,3.264407164,,,0,0
2022-10-11 12:10:00,19.629,bin4_ge_12,3.714437193,,,0,0
2022-10-11 12:20:00,18.857,bin4_ge_12,3.467441432,,,0,0
2022-10-11 12:30:00,19.118,bin4_ge_12,3.538933404,,,0,0
2022-10-11 12:40:00,15.301,bin4_ge_12,2.431787529,,,0,0
2022-10-11 12:50:00,20.264,bin4_ge_12,3.90536135,,,0,0
2022-10-11 13:00:00,21.011,bin4_ge_12,4.145089402,,,0,0
2022-10-11 13:10:00,21.047,bin4_ge_12,4.164403759,,,0,0
2022-10-11 13:20:00,20.216,bin4_ge_12,3.903156399,,,0,0
2022-10-11 13:30:00,20.98,bin4_ge_12,4.154273109,,,0,0
2022-10-11 13:40:00,20.379,bin4_ge_12,3.950885173,,,0,0
2022-10-11 13:50:00,21.514,bin4_ge_12,4.33532592,,,0,0
2022-10-11 14:00:00,21.282,bin4_ge_12,4.256851169,,,0,0
2022-10-11 14:10:00,20.776,bin4_ge_12,4.090803976,,,0,0
2022-10-11 14:20:00,20.508,bin4_ge_12,3.999332557,,,0,0
2022-10-11 14:30:00,19.765,bin4_ge_12,3.76095646,,,0,0
2022-10-11 14:40:00,19.743,bin4_ge_12,3.752164597,,,0,0
2022-10-11 14:50:00,19.393,bin4_ge_12,3.640100699,,,0,0
2022-10-11 15:00:00,19.467,bin4_ge_12,3.656431494,,,0,0
2022-10-11 15:10:00,19.102,bin4_ge_12,3.546425467,,,0,0
2022-10-11 15:20:00,19.181,bin4_ge_12,3.570857489,,,0,0
2022-10-11 15:30:00,19.106,bin4_ge_12,3.547628665,,,0,0
2022-10-11 15:40:00,19.311,bin4_ge_12,3.61172426,,,0,0
2022-10-11 15:50:00,18.774,bin4_ge_12,3.447951751,,,0,0
2022-10-11 16:00:00,18.872,bin4_ge_12,3.476246192,,,0,0
2022-10-11 16:10:00,19.675,bin4_ge_12,3.725117779,,,0,0
2022-10-11 16:20:00,19.841,bin4_ge_12,3.782098532,,,0,0
2022-10-11 16:30:00,19.246,bin4_ge_12,3.591402064,,,0,0
2022-10-11 16:40:00,18.694,bin4_ge_12,3.411416228,,,0,0
2022-10-11 16:50:00,18.551,bin4_ge_12,3.373159278,,,0,0
2022-10-11 17:00:00,18.204,bin4_ge_12,3.247678474,,,0,0
2022-10-11 17:10:00,18.463,bin4_ge_12,3.34609217,,,0,0
2022-10-11 17:20:00,18.466,bin4_ge_12,3.342781274,,,0,0
2022-10-11 17:30:00,18.127,bin4_ge_12,3.23430021,,,0,0
2022-10-11 17:40:00,18.848,bin4_ge_12,3.461171452,,,0,0
2022-10-11 17:50:00,18.426,bin4_ge_12,3.331813661,,,0,0
2022-10-11 18:00:00,18.913,bin4_ge_12,3.489217283,,,0,0
2022-10-11 18:10:00,17.226,bin4_ge_12,2.968608367,,,0,0
2022-10-11 18:20:00,17.01,bin4_ge_12,2.902699515,,,0,0
2022-10-11 18:30:00,16.294,bin4_ge_12,2.700811841,,,0,0
2022-10-11 18:40:00,18.678,bin4_ge_12,3.384083463,,,0,0
2022-10-11 18:50:00,18.416,bin4_ge_12,3.299484827,,,0,0
2022-10-11 19:00:00,19.533,bin4_ge_12,3.789580852,,,0,0
2022-10-11 19:10:00,18.815,bin4_ge_12,3.874201569,,,0,0
2022-10-11 19:20:00,17.305,bin4_ge_12,3.432495867,,,0,0
2022-10-11 19:30:00,17.967,bin4_ge_12,3.609878558,,,0,0
2022-10-11 19:40:00,19.804,bin4_ge_12,4.162992096,,,0,0
2022-10-11 19:50:00,18.276,bin4_ge_12,3.690502233,,,0,0
2022-10-11 20:00:00,16.163,bin4_ge_12,3.126761746,,,0,0
2022-10-11 20:10:00,16.462,bin4_ge_12,3.203901492,,,0,0
2022-10-11 20:20:00,15.726,bin4_ge_12,2.926461488,,,0,0
2022-10-11 20:30:00,13.231,bin4_ge_12,2.415335685,,,0,0
2022-10-11 20:40:00,11.097,bin3_8_12,2.078975381,,,0,0
2022-10-11 20:50:00,10.712,bin3_8_12,2.012492736,,,0,0
2022-10-11 21:00:00,9.896,bin3_8_12,1.998398403,,,0,0
2022-10-11 21:10:00,10.141,bin3_8_12,1.990979093,,,0,0
2022-10-11 21:20:00,8.923,bin3_8_12,2.095175069,,,0,0
2022-10-11 21:30:00,9.269,bin3_8_12,2.103733026,,,0,0
2022-10-11 21:40:00,9.103,bin3_8_12,2.086674664,,,0,0
2022-10-11 21:50:00,9.467,bin3_8_12,1.76445299,,,0,0
2022-10-11 22:00:00,9.697,bin3_8_12,1.633693998,,,0,0
2022-10-11 22:10:00,8.715,bin3_8_12,1.788144448,,,0,0
2022-10-11 22:20:00,8.725,bin3_8_12,1.76855317,,,0,0
2022-10-11 22:30:00,8.456,bin3_8_12,1.849913033,,,0,0
2022-10-11 22:40:00,8.359,bin3_8_12,1.793498435,,,0,0
2022-10-11 22:50:00,9.412,bin3_8_12,1.696861381,,,0,0
2022-10-11 23:00:00,9.447,bin3_8_12,1.704698831,,,0,0
2022-10-11 23:10:00,8.74,bin3_8_12,1.575962409,,,0,0
2022-10-11 23:20:00,9.108,bin3_8_12,1.650053139,,,0,0
2022-10-11 23:30:00,9.511,bin3_8_12,1.699261632,,,0,0
2022-10-11 23:40:00,10.214,bin3_8_12,1.801414248,,,0,0
2022-10-11 23:50:00,8.963,bin3_8_12,1.741469985,,,0,0
2022-10-12 00:00:00,9.373,bin3_8_12,2.121538576,,,0,0
2022-10-12 00:10:00,9.562,bin3_8_12,2.209054517,,,0,0
2022-10-12 00:20:00,8.156,bin3_8_12,1.565225079,,,0,0
2022-10-12 00:30:00,8.405,bin3_8_12,1.426321863,,,0,0
2022-10-12 00:40:00,8.263,bin3_8_12,1.631610619,,,0,0
2022-10-12 00:50:00,10.007,bin3_8_12,1.897424921,,,0,0
2022-10-12 01:00:00,9.271,bin3_8_12,1.754557053,,,0,0
2022-10-12 01:10:00,9.178,bin3_8_12,1.726525379,,,0,0
2022-10-12 01:20:00,9.31,bin3_8_12,1.854202535,,,0,0
