timestamp,wind_speed,regime_bin,score,p_value,exceed,work_order_alarm,frozen
2022-11-10 14:00:00,6.449,bin2_4_8,1.302000162,,,0,0
2022-11-10 14:10:00,5.964,bin2_4_8,1.171271315,,,0,0
2022-11-10 14:20:00,5.922,bin2_4_8,1.215538035,,,0,0
2022-11-10 14:30:00,5.633,bin2_4_8,1.209301469,,,0,0
2022-11-10 14:40:00,5.285,bin2_4_8,1.255084095,,,0,0
2022-11-10 14:50:00,6.207,bin2_4_8,1.256090844,,,0,0
2022-11-10 15:00:00,6.146,bin2_4_8,1.239036684,,,0,0
2022-11-10 15:10:00,6.446,bin2_4_8,1.301022732,,,0,0
2022-11-10 15:20:00,6.122,bin2_4_8,1.225078433,,,0,0
2022-11-10 15:30:00,6.612,bin2_4_8,1.290049001,,,0,0
2022-11-10 15:40:00,6.482,bin2_4_8,1.223447683,,,0,0
2022-11-10 15:50:00,6.505,bin2_4_8,1.196176857,,,0,0
2022-11-10 16:00:00,6.091,bin2_4_8,1.180065356,,,0,0
2022-11-10 16:10:00,6.144,bin2_4_8,1.15722401,,,0,0
2022-11-10 16:20:00,6.24,bin2_4_8,1.162755392,,,0,0
2022-11-10 16:30:00,6.217,bin2_4_8,1.145220433,,,0,0
2022-11-10 16:40:00,6.071,bin2_4_8,1.138600438,,,0,0
2022-11-10 16:50:00,6.155,bin2_4_8,1.147936791,,,0,0
2022-11-10 17:00:00,6.284,bin2_4_8,1.145806359,,,0,0
2022-11-10 17:10:00,6.429,bin2_4_8,1.184571437,,,0,0
2022-11-10 17:20:00,6.047,bin2_4_8,1.143387255,,,0,0
2022-11-10 17:30:00,6.285,bin2_4_8,1.163616971,,,0,0
2022-11-10 17:40:00,5.574,bin2_4_8,1.123402408,,,0,0
2022-11-10 17:50:00,6.135,bin2_4_8,1.086083368,,,0,0
2022-11-10 18:00:00,5.922,bin2_4_8,1.12232001,,,0,0
2022-11-10 18:10:00,5.831,bin2_4_8,1.129555146,,,0,0
2022-11-10 18:20:00,5.512,bin2_4_8,1.207047813,,,0,0
2022-11-10 18:30:00,5.854,bin2_4_8,1.165415187,,,0,0
2022-11-10 18:40:00,5.607,bin2_4_8,1.201530478,,,0,0
2022-11-10 18:50:00,5.8,bin2_4_8,1.132252305,,,0,0
2022-11-10 19:00:00,5.532,bin2_4_8,1.244144422,,,0,0
2022-11-10 19:10:00,5.786,bin2_4_8,1.120641763,,,0,0
2022-11-10 19:20:00,5.573,bin2_4_8,1.14059593,,,0,0
2022-11-10 19:30:00,5.743,bin2_4_8,1.177149034,,,0,0
2022-11-10 19:40:00,5.481,bin2_4_8,1.150350891,,,0,0
2022-11-10 19:50:00,5.732,bin2_4_8,1.187134372,,,0,0
2022-11-10 20:00:00,6.197,bin2_4_8,1.034662752,,,0,0
2022-11-10 20:10:00,6.292,bin2_4_8,1.147000736,,,0,0
2022-11-10 20:20:00,5.459,bin2_4_8,1.133428993,,,0,0
2022-11-10 20:30:00,5.808,bin2_4_8,1.141011206,,,0,0
2022-11-10 20:40:00,5.817,bin2_4_8,1.125787697,,,0,0
