timestamp,wind_speed,anomaly_score,signal_active_power,signal_wind_speed,signal_rotor_speed,signal_pitch_angle,signal_ambient_temperature
2022-07-28 13:20:00,3.9,6.642090774,-0.003463414634,3.9,0.4,70.5,31
2022-07-28 13:30:00,6.0,7.714844772,-0.003073170732,6,0,86,31
2022-07-28 13:40:00,6.3,7.556742014,-0.003073170732,6.3,0,86,31
2022-07-28 13:50:00,6.0,2.331429737,0.1174146341,6,9.5,13.6,32
2022-07-28 14:00:00,7.1,2.301108667,0.2922926829,7.1,13.1,-1.9,32
2022-07-28 14:10:00,8.1,2.261513267,0.4103414634,8.1,14.2,-2.1,32
2022-07-28 14:20:00,7.5,2.26956961,0.3389268293,7.5,13.4,-1.9,32
2022-07-28 14:30:00,8.0,2.255068302,0.3951219512,8,14,-2,32
2022-07-28 14:40:00,8.4,2.259377176,0.4587804878,8.4,14.3,-2,32
2022-07-28 14:50:00,9.3,2.296267166,0.5677560976,9.3,14.7,-1.8,32
2022-07-28 15:00:00,8.6,2.260248549,0.4809756098,8.6,14.4,-2,32
2022-07-28 15:10:00,8.4,2.249785671,0.4174634146,8.4,14.3,-2.1,32
2022-07-28 15:20:00,7.7,2.272798254,0.3521463415,7.7,13.8,-2.1,32
2022-07-28 15:30:00,7.9,2.264734413,0.3671707317,7.9,13.9,-2.1,32
2022-07-28 15:40:00,8.6,2.251249703,0.476097561,8.6,14.3,-2,32
2022-07-28 15:50:00,8.3,2.255990938,0.4331707317,8.3,14.3,-2.1,32
2022-07-28 16:00:00,8.3,2.242471605,0.437902439,8.3,14,-1.9,32
2022-07-28 16:10:00,7.8,2.286616221,0.3395609756,7.8,13.9,-2.1,32
2022-07-28 16:20:00,8.0,2.251486611,0.3915609756,8,13.9,-2,32
2022-07-28 16:30:00,6.6,2.54381424,0.2187317073,6.6,12.8,-1.8,33
2022-07-28 16:40:00,6.9,2.526631872,0.2439512195,6.9,13.1,-2,33
2022-07-28 16:50:00,6.8,2.52664461,0.2385365854,6.8,13,-1.9,33
2022-07-28 17:00:00,6.6,2.590669033,0.1983902439,6.6,12.6,-1.9,33
2022-07-28 17:10:00,6.9,2.505605909,0.2550243902,6.9,13,-1.8,33
2022-07-28 17:20:00,6.2,2.595060743,0.174097561,6.2,12.4,-1.7,33
2022-07-28 17:30:00,6.4,2.545704485,0.2100487805,6.4,12.7,-1.7,33
2022-07-28 17:40:00,6.4,2.548925697,0.2081463415,6.4,12.5,-1.7,33
2022-07-28 17:50:00,6.7,2.56137816,0.214,6.7,12.9,-1.9,33
2022-07-28 18:00:00,7.4,2.49390046,0.2870731707,7.4,13.4,-2,33
2022-07-28 18:10:00,6.7,2.571876152,0.2096097561,6.7,12.8,-1.9,33
2022-07-28 18:20:00,6.5,2.574227483,0.1976097561,6.5,12.7,-1.8,33
2022-07-28 18:30:00,6.3,2.588740603,0.182195122,6.3,12.4,-1.7,33
2022-07-28 18:40:00,5.7,2.63205811,0.1359512195,5.7,11.9,-1.5,33
2022-07-28 18:50:00,5.0,2.695587413,0.07970731707,5,11.2,-1.1,33
2022-07-28 19:00:00,6.1,2.629269597,0.159804878,6.1,12.1,-1.8,33
2022-07-28 19:10:00,5.8,2.515314374,0.1268780488,5.8,11.8,-1.7,32
2022-07-28 19:20:00,5.9,2.462360458,0.1466341463,5.9,12,-1.5,32
2022-07-28 19:30:00,6.5,2.45842591,0.1831219512,6.5,12.5,-2,32
2022-07-28 19:40:00,6.2,2.511536626,0.1510243902,6.2,12.1,-1.9,32
2022-07-28 19:50:00,6.5,2.486657622,0.1723902439,6.5,12.5,-2,32
2022-07-28 20:00:00,6.5,2.421233181,0.1976097561,6.5,12.4,-1.8,32
2022-07-28 20:10:00,7.5,2.302413593,0.3132195122,7.5,13.7,-2.1,32
2022-07-28 20:20:00,6.6,2.411400532,0.2055609756,6.6,12.7,-2,32
2022-07-28 20:30:00,5.8,2.480509795,0.1392682927,5.8,11.8,-1.6,32
2022-07-28 20:40:00,4.8,2.382546295,0.06804878049,4.8,11.2,-1,31
2022-07-28 20:50:00,4.8,2.414126848,0.05307317073,4.8,11.1,-0.9,31
2022-07-28 21:00:00,5.2,2.392666882,0.08126829268,5.2,11.3,-1.2,31
2022-07-28 21:10:00,5.5,2.200013136,0.1083414634,5.5,11.7,-1.4,30
2022-07-28 21:20:00,5.8,2.265162197,0.116195122,5.8,11.6,-1.8,30
2022-07-28 21:30:00,6.0,2.147127422,0.1537560976,6,12,-1.6,30
2022-07-28 21:40:00,6.9,1.839328862,0.2623902439,6.9,12.9,-1.9,29
2022-07-28 21:50:00,9.9,1.978158316,0.6738536585,9.9,14.7,-1.4,29
2022-07-28 22:00:00,8.6,1.734975436,0.4708292683,8.6,14.1,-1.7,29
2022-07-28 22:10:00,6.2,1.785497753,0.1877073171,6.2,12.2,-1.8,28
2022-07-28 22:20:00,6.4,1.789486837,0.1953170732,6.4,12.5,-1.8,28
2022-07-28 22:30:00,5.5,1.84934173,0.1285853659,5.5,11.6,-1.4,28
2022-07-28 22:40:00,6.1,1.680984256,0.1716585366,6.1,12.1,-1.8,27
2022-07-28 22:50:00,5.8,1.686421668,0.156195122,5.8,11.7,-1.7,27
2022-07-28 23:00:00,6.8,1.585798692,0.2411707317,6.8,12.9,-2,27
2022-07-28 23:10:00,7.7,1.471105419,0.3556097561,7.7,13.8,-2.1,27
2022-07-28 23:20:00,9.5,1.530114767,0.5917560976,9.5,14.6,-1.6,27
2022-07-28 23:30:00,7.9,1.410191679,0.3890243902,7.9,13.4,-1.6,27
2022-07-28 23:40:00,6.2,1.633662284,0.1908780488,6.2,12.2,-1.8,27
2022-07-28 23:50:00,5.9,1.650318065,0.1717073171,5.9,11.8,-1.7,27
2022-07-29 00:00:00,6.2,1.679740636,0.1786341463,6.2,12.1,-1.8,27
2022-07-29 00:10:00,6.1,1.57652849,0.1654146341,6.1,12.1,-1.8,26
2022-07-29 00:20:00,5.5,1.567162552,0.135902439,5.5,11.4,-1.5,26
2022-07-29 00:30:00,5.5,1.597382066,0.1277073171,5.5,11.4,-1.5,26
2022-07-29 00:40:00,5.4,1.628362189,0.1118536585,5.4,11.4,-1.4,26
2022-07-29 00:50:00,5.9,1.636796393,0.1404878049,5.9,11.8,-1.7,26
2022-07-29 01:00:00,6.4,1.65788011,0.169902439,6.4,12.2,-2,26
2022-07-29 01:10:00,7.5,1.302571935,0.3531707317,7.5,13.5,-2.1,26
2022-07-29 01:20:00,8.8,1.416808235,0.5465853659,8.8,14.5,-2,26
2022-07-29 01:30:00,9.5,1.398197188,0.5892682927,9.5,14.7,-1.8,26
2022-07-29 01:40:00,9.4,1.406617403,0.5857073171,9.4,14.7,-1.7,26
2022-07-29 01:50:00,9.9,1.566946555,0.667902439,9.9,14.8,-1.5,26
2022-07-29 02:00:00,10.0,1.593087132,0.6806341463,10,14.8,-1.3,26
2022-07-29 02:10:00,10.1,1.602194321,0.6887317073,10.1,14.8,-1.2,26
2022-07-29 02:20:00,8.1,1.342624123,0.4167317073,8.1,14.3,-2.2,26
2022-07-29 02:30:00,6.1,1.494632296,0.1894634146,6.1,12.5,-1.5,26
2022-07-29 02:40:00,4.0,1.819723467,0.02219512195,4,11.1,-0.1,26
2022-07-29 02:50:00,5.3,1.669784838,0.09692682927,5.3,11.3,-1.4,26
2022-07-29 03:00:00,6.3,1.653888036,0.1585365854,6.3,12.3,-1.8,26
2022-07-29 03:10:00,6.4,1.643231804,0.1709756098,6.4,12.3,-2,26
2022-07-29 03:20:00,5.3,1.684073197,0.09346341463,5.3,11.3,-1.4,26
2022-07-29 03:30:00,4.9,1.669774336,0.0723902439,4.9,11.2,-1,26
2022-07-29 03:40:00,5.5,1.698027899,0.1031707317,5.5,11.4,-1.5,26
2022-07-29 03:50:00,4.7,1.589523192,0.05624390244,4.7,11.2,-0.8,25
2022-07-29 04:00:00,4.9,1.579560728,0.06663414634,4.9,11.2,-1,25
2022-07-29 04:10:00,5.1,1.525502719,0.08985365854,5.1,11.3,-1.1,25
2022-07-29 04:20:00,7.1,1.419026793,0.2414146341,7.1,13.3,-2,25
2022-07-29 04:30:00,7.7,1.327935693,0.3127317073,7.7,13.9,-2.2,25
2022-07-29 04:40:00,8.5,1.211624473,0.4372682927,8.5,14.5,-2.2,25
2022-07-29 04:50:00,7.4,1.367128833,0.280195122,7.4,13.7,-2.1,25
2022-07-29 05:00:00,7.4,1.386310958,0.2748780488,7.4,13.7,-2.1,25
2022-07-29 05:10:00,6.7,1.568136249,0.2041463415,6.7,12.8,-2,26
2022-07-29 05:20:00,5.7,1.573957961,0.1406829268,5.7,11.8,-1.5,26
2022-07-29 05:30:00,4.8,1.650966418,0.07380487805,4.8,11.1,-1,26
2022-07-29 05:40:00,5.9,1.673325426,0.128,5.9,12,-1.6,26
2022-07-29 05:50:00,6.1,1.623279084,0.1527804878,6.1,12.1,-1.7,26
2022-07-29 06:00:00,5.7,1.609194302,0.1338536585,5.7,11.7,-1.6,26
2022-07-29 06:10:00,6.5,1.628198961,0.1773658537,6.5,12.5,-1.9,26
2022-07-29 06:20:00,4.5,1.678913603,0.0627804878,4.5,11.2,-0.6,26
2022-07-29 06:30:00,5.1,1.705038729,0.07502439024,5.1,11.2,-1.2,26
2022-07-29 06:40:00,5.5,1.723674468,0.09409756098,5.5,11.6,-1.5,26
2022-07-29 06:50:00,6.2,1.640282016,0.1588292683,6.2,12.1,-1.9,26
2022-07-29 07:00:00,6.9,1.462938206,0.245804878,6.9,13,-2.1,26
2022-07-29 07:10:00,7.4,1.311098398,0.294,7.4,13.6,-2.2,25
2022-07-29 07:20:00,6.1,1.570211092,0.1453658537,6.1,12,-1.9,25
2022-07-29 07:30:00,5.0,1.557774653,0.07731707317,5,11.2,-1.1,25
2022-07-29 07:40:00,5.7,1.456619156,0.1408292683,5.7,11.8,-1.5,25
2022-07-29 07:50:00,7.2,1.277308602,0.2832682927,7.2,13.2,-2,25
2022-07-29 08:00:00,6.4,1.381752948,0.2030243902,6.4,12.4,-1.9,25
2022-07-29 08:10:00,5.5,1.470102179,0.1275121951,5.5,11.6,-1.5,25
2022-07-29 08:20:00,5.7,1.508200607,0.1294634146,5.7,11.7,-1.5,25
2022-07-29 08:30:00,6.6,1.484270355,0.1929756098,6.6,12.6,-2,25
2022-07-29 08:40:00,6.3,1.585189044,0.1575121951,6.3,12.1,-2,25
2022-07-29 08:50:00,6.5,1.514498343,0.2045853659,6.5,12.6,-1.9,26
2022-07-29 09:00:00,5.2,1.619490399,0.1028292683,5.2,11.3,-1.3,26
